id,prediction
0,0.0
1,0.0
2,0.046541342055336624
3,71.17389797822776
4,313.7088035821046
5,644.5557939401389
6,1553.3915053935755
7,2374.220255820347
8,2669.757333069999
9,3060.49777157558
10,2939.92990359893
11,2547.0044468052333
12,2294.2095172109957
13,2331.548593496568
14,2249.66334304133
15,1645.9799188513962
16,1123.3392203877072
17,618.6123250357263
18,236.33779594068136
19,17.13486667205952
20,0.9060381095171434
21,0.0005599647005078799
22,0.006911253049260457
23,0.001062308075999076
24,0.0060229154374408615
25,0.37386900243341376
26,0.0
27,115.45744897195151
28,532.269480823875
29,1191.5601808244244
30,1715.9693334707306
31,2459.541129590557
32,3328.8749994479103
33,3856.701904905972
34,3903.3592043642757
35,3677.3639113123872
36,3472.0940383441566
37,3390.8941873694366
38,3185.377861554878
39,2711.956820459654
40,1731.1843893865366
41,777.5151522125203
42,273.38121565422455
43,105.76416052705765
44,5.842864434774838
45,0.04302111272036412
46,5.581886957419198
47,4.37586940484388
48,0.0
49,0.0
50,12.703803603040429
51,180.18290126297896
52,638.8682202968029
53,1462.6415586185012
54,2645.197802171902
55,3674.4141928146587
56,4388.519750119148
57,4948.987010768923
58,5081.1475278261705
59,4727.3901443372715
60,4168.641340987293
61,3980.3540587166635
62,3340.423648756785
63,2106.6101524558803
64,1311.8474527241501
65,747.1097507128202
66,336.70176066695353
67,115.70350368755557
68,6.195884288894525
69,0.002015752254158294
70,0.005932223207974746
71,0.0
72,0.16104663605359895
73,0.2122560407189602
74,8.178722464531205
75,124.30654142062184
76,384.65374235166183
77,1328.7344601656432
78,2398.2511237498384
79,3559.5924065846107
80,4197.601511573693
81,3903.245944014585
82,3511.9866170548
83,3307.6245819112005
84,3406.4126699880203
85,3050.0271535860084
86,3228.6216053103135
87,2915.047520732129
88,1956.6487297230578
89,721.0301120886202
90,279.2922550117445
91,109.23125338823422
92,3.3709174081602735
93,0.0
94,0.0
95,0.0
96,0.10369155492144387
97,0.5082058953255698
98,41.6720643931853
99,221.1773141575434
100,521.6203793767781
101,1336.43289625019
102,2468.00180557042
103,3539.144731859991
104,4329.962340168053
105,4747.755412750632
106,4867.830399802358
107,4914.491652404174
108,4796.313534666312
109,4314.6474130879615
110,3589.281602889289
111,2749.986087184113
112,1833.9085360639474
113,918.7333936665909
114,406.24438403273047
115,154.50274745808528
116,15.555400546824762
117,0.22665063486717654
118,0.21214977604395846
119,0.0
120,0.0
121,1.9352145558031475
122,49.79136573452758
123,212.32314197659153
124,683.7643706458632
125,1629.9907740451347
126,2724.474855359919
127,3714.667751347696
128,3996.2148243223737
129,3896.588150113266
130,3517.6184788769897
131,3131.5386542455644
132,3037.32855555877
133,3280.4127673356948
134,3175.731555094878
135,2504.2251221324545
136,1658.514547079154
137,836.3329951529291
138,404.63127715907785
139,167.086215987121
140,21.126190965895532
141,0.07164756330127596
142,0.0
143,0.0
144,0.0
145,1.6155312421856527
146,49.53824458517304
147,224.1670058168166
148,751.6932848364253
149,1697.906333026535
150,2750.621349394671
151,3788.130678019094
152,4470.96893659621
153,4938.633031866223
154,4738.675739252756
155,4369.666553347748
156,4099.7531939409655
157,3669.5878047603474
158,3305.51469757654
159,2389.3858496387293
160,1446.993339580113
161,789.5338234665385
162,423.706636252936
163,133.720011547583
164,9.115758800035918
165,0.11529439905031845
166,0.01202039342714262
167,0.007280273335162991
168,0.0
169,0.0
170,10.135070121058774
171,47.150558267658795
172,113.1680038814381
173,204.21197105445577
174,307.23560593318246
175,468.7459285053854
176,550.5682125926586
177,615.7477734180794
178,754.5805796519222
179,1293.1854743606602
180,1569.8568789491674
181,2231.085412741781
182,1753.4521995960079
183,1753.42731590895
184,1269.8933363788508
185,553.2226713889061
186,305.54569966695215
187,119.75794058564186
188,16.685324310171055
189,0.05737641726388776
190,0.0
191,0.0
192,0.023742698518162453
193,0.0
194,45.02902876296664
195,142.59658940498102
196,333.62156512836367
197,668.7347742772665
198,1215.3742278220109
199,1987.7457743644256
200,1661.5273487092975
201,2087.864648072833
202,2572.012350894061
203,1909.5991390834313
204,2407.761327962242
205,2634.5905979772874
206,2236.107047312704
207,1243.252342609461
208,611.0866693080153
209,417.76379107844804
210,194.8060398049376
211,21.801935968051904
212,1.4962764334425338
213,0.11740224544976025
214,0.0
215,0.019847177888656684
216,0.018990625320407448
217,0.02100909496692793
218,23.274332388838033
219,84.18097306961987
220,142.16362188276992
221,295.4020892210558
222,563.875364854543
223,1011.2716039861989
224,1648.1174406360599
225,1650.7386272435174
226,1409.1264180717683
227,1376.628814082433
228,1100.5064881237242
229,847.9122120372357
230,697.1068770375585
231,607.82425697631
232,381.7489961303253
233,228.1957794116319
234,192.76551092555158
235,33.35079518743138
236,6.2991711530417485
237,0.0
238,0.0
239,0.001714563376911559
240,0.0
241,0.1419105365577875
242,23.387306463848944
243,61.0937148453144
244,252.94414751806391
245,695.806098512457
246,1199.2278684051485
247,2018.8855267416998
248,1957.3646578196574
249,1190.3545850312996
250,1127.9947981435178
251,1244.542141381784
252,1645.0819448522227
253,1640.141330729489
254,1445.3891947114855
255,1581.9129154122643
256,1311.1666538109869
257,897.1878510212699
258,465.3338179867261
259,219.39024476690534
260,40.39083376919845
261,0.0
262,0.879681891943741
263,0.0
264,0.0
265,0.0
266,44.738151018157225
267,133.72979174045096
268,362.23953127292634
269,674.0850241340288
270,1134.3797590612442
271,1375.1303371025815
272,1623.0214351900154
273,1770.0206277790696
274,1732.6803828498637
275,1660.8495083738687
276,1727.9727036119705
277,1503.0388977249854
278,1371.3418549526457
279,1125.1229632010295
280,775.9028395436561
281,453.5974694634891
282,220.79871926857916
283,55.90562838889985
284,0.0
285,0.0
286,0.0
287,0.5533209893583166
288,0.0
289,0.040334859530644696
290,50.752441538331915
291,144.51262255066914
292,286.50941574665563
293,567.3666877018364
294,1200.3618634706131
295,1410.9752271900788
296,1405.9603589522017
297,1928.6586588391108
298,2000.2495266732863
299,1897.0026836776212
300,1456.5830085677592
301,1420.5484271954645
302,1250.598824289734
303,1091.8301292431036
304,727.437717928421
305,554.4559108899954
306,314.7759464870928
307,76.44541525962336
308,0.0
309,0.0
310,0.0
311,0.0
312,0.0
313,1.0574711092633564
314,30.175163973429683
315,178.77201851939753
316,398.18530555428555
317,701.9031790473254
318,1366.6633162098908
319,1688.6567888180177
320,2390.8491475640126
321,2644.6882252863284
322,2848.507526592129
323,2440.8872409979176
324,1925.248720243559
325,1581.5145961688972
326,1057.3674770714838
327,814.1533373192237
328,510.5419446454552
329,328.7628077826485
330,142.4913209094274
331,39.242754063949576
332,7.30267968383925
333,0.0144475516035849
334,0.0
335,0.0
336,0.0
337,0.42332505821072086
338,19.96106661389971
339,69.50490798736891
340,216.54508675011846
341,451.024400141028
342,657.7141812809728
343,832.5422708811701
344,1059.714577760752
345,1288.7096485736768
