id,prediction
0,0.21532824155577177
1,0.2154784195910273
2,0.3348546060866741
3,81.26645543125336
4,385.4940551812987
5,699.6567546624341
6,2035.5461137288478
7,2946.7979565913583
8,3464.681196516875
9,3402.404031316553
10,3211.5121951412702
11,3582.581139051223
12,3017.338189409077
13,3262.7017446392388
14,2785.9564577110145
15,1609.288661591485
16,1657.2125544000032
17,570.650001470672
18,311.81588220843065
19,10.284199514146023
20,0.22871377670258003
21,0.20337874215497354
22,0.19528014130709412
23,0.20259014060539843
24,0.257112282171245
25,0.25726246020650057
26,2.3593868220531093
27,118.58725167635883
28,603.9191151393588
29,1211.1616687632497
30,1917.6936842672903
31,2242.7202549388635
32,3817.7368097337153
33,4292.102795503734
34,4298.563999695408
35,4141.80037929526
36,4250.553016296613
37,4089.8621715367954
38,3727.000218095036
39,2692.4482080231105
40,1733.6948305921726
41,932.0702114072279
42,426.87300905868716
43,87.0749261841448
44,0.48021872369389684
45,3.2582093563739867
46,0.19172214597896103
47,0.3255266269189511
48,0.0
49,1.1850344669665154
50,20.808331363547826
51,246.24572777280213
52,582.6279286010373
53,1737.9300669726276
54,2566.6639197055197
55,3292.597553049811
56,3558.831752697063
57,4483.48362204635
58,4987.2056176252545
59,4205.572912056517
60,4149.267356314811
61,4020.853687025523
62,3558.225647011632
63,2159.656495221637
64,1305.816859866504
65,658.487004050091
66,433.73002657852624
67,153.64786766827925
68,3.020607437083136
69,0.19421056343242557
70,0.1961014717607762
71,0.1961014717607762
72,0.23166978689618903
73,0.28818211529180904
74,8.768329033992197
75,135.79852581746752
76,432.506334632335
77,1281.2320678589977
78,2965.3814642165635
79,4185.456681413158
80,4710.869271946188
81,4305.306166670079
82,3877.1161965429615
83,3410.6188442926623
84,3706.6884046324235
85,2742.672648163973
86,3575.1425700686223
87,2795.5259665557637
88,1881.3448106465678
89,637.3186720226461
90,246.92118336032095
91,96.40703779170565
92,7.123061740547254
93,0.21522820760147202
94,0.4156324524257846
95,0.38984318407393886
96,0.21446338326309078
97,1.8596455481192042
98,52.2340091407317
99,209.50570457138997
100,714.7837842461818
101,1481.919507559057
102,2723.9201341983235
103,3842.625579897281
104,4227.03489985714
105,4584.361779441229
106,4393.753794598304
107,4633.877114454338
108,4632.884003960506
109,4207.691541518926
110,3758.7686293651823
111,3017.053884037808
112,2133.1109675862785
113,1077.3910145329594
114,508.25482728066805
115,199.51943289074575
116,17.25080960268542
117,1.5559122424687
118,0.0
119,0.1781615931282491
120,0.18527878507843443
121,2.104580250228517
122,97.1823340513294
123,273.0422476990614
124,579.8927702179271
125,2014.2686876913515
126,2614.1878009728707
127,4044.0950987486312
128,4420.6980262765155
129,4127.90126159075
130,3921.2010229307557
131,3222.444435618319
132,2950.7323899503426
133,3217.2865924447688
134,3364.205969770031
135,2777.9012302310857
136,1943.8364401734402
137,1004.9354397842259
138,480.1242328657351
139,191.9455565958019
140,23.959413395155206
141,1.5609465208000215
142,0.16518902443898273
143,0.1934313620240633
144,0.32823436915942045
145,2.8640999575501547
146,109.60916752344554
147,214.25847879112283
148,566.2227344042003
149,1939.865582138365
150,2809.979218799888
151,3754.8536158966604
152,4417.977341874335
153,4620.138045888265
154,4583.524231835117
155,4344.096859552449
156,3838.6267429239565
157,3494.235848464201
158,3209.1697499179286
159,2273.01715104997
160,1704.9493514122196
161,1077.1908293342715
162,457.2601393163702
163,174.20388237299272
164,10.614728198529983
165,0.2634932817078133
166,0.25074984109396414
167,0.25074984109396414
168,0.30871219512782805
169,2.124274367681447
170,6.744477009805664
171,87.85654178150072
172,179.91918098473468
173,228.36113995184337
174,234.3815847420649
175,396.4058175624607
176,561.6544497599241
177,723.3419505644619
178,665.7747123992795
179,1366.7337528721903
180,1421.5001404487061
181,2341.9396760817076
182,1945.3726450345114
183,1889.7188493690126
184,1157.769113888227
185,630.7985906129948
186,344.40736088333284
187,132.87473928218986
188,11.9750210918985
189,0.9463787241547814
190,0.2624836368625964
191,0.2624836368625964
192,0.3639373308968246
193,3.259910324685716
194,41.19689317745539
195,129.89864650506937
196,297.70376057516853
197,777.0986944962808
198,1394.605984465325
199,2057.479724522922
200,1869.7893974747512
201,1439.9933112274598
202,2339.236978424103
203,2617.035568944824
204,2694.509393774777
205,2572.6586077891443
206,1975.706254005919
207,1423.0884128442758
208,963.064628426404
209,355.4706759561722
210,230.73763654925386
211,78.83326862493327
212,1.9865928717377164
213,0.26934746933375653
214,0.0
215,0.0
216,0.36220664506346595
217,2.442041361300558
218,19.913300528693263
219,88.31211197862024
220,223.91092452852504
221,355.7627539489878
222,952.3000367727556
223,1178.5094030096004
224,1749.9764836005138
225,1917.8233735218323
226,1834.2314085288974
227,2014.6881354537427
228,1054.8333732174756
229,1129.7054175959672
230,754.0964438630768
231,715.6078686967682
232,465.4150787475273
233,310.851784723216
234,200.17089117966083
235,52.2173337852326
236,10.664501788309297
237,1.220447798239182
238,0.30331470854580206
239,0.26980364802991774
240,0.3513787761308234
241,2.504974268706083
242,23.59935658750079
243,125.21076466347084
244,271.5489804814251
245,961.6052330709133
246,1486.1247014494234
247,1957.2014387570184
248,2253.6543443786813
249,1772.3411868102046
250,1400.6133244330256
251,2180.0657859904277
252,2393.7170687008725
253,2363.7532034597157
254,2543.7796142210154
255,2002.926723834037
256,1170.760296673864
257,841.243144013036
258,495.83521500237606
259,204.51747924646807
260,60.53358995370936
261,2.4139493871919266
262,1.234596103531324
263,0.28174450306828736
264,1.2805483342116852
265,3.040830556013439
266,82.02513701998971
267,125.6374946449535
268,184.9858672162832
269,753.4637453360974
270,1550.569433948335
271,1702.2844896484557
272,1535.2371101466194
273,1939.8634317103415
274,1756.493613482418
275,1541.383369405055
276,1324.574718464003
277,1058.7816056957
278,1064.1353993810726
279,990.1002731629447
280,544.7414733372148
281,510.13450493565887
